UPC1, Item, Descrption, Price, Cost, Category, SubCategory, SubCategory2, SubCategory3, Vendor, Gigis-Raleigh, Gigis-Cary, Violet-Rareigh, Violet-CaryTotal Inventory
1039550440 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1039550459 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 2 , 0 , 2
1278902074 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902102 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902108 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902109 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902272 ,   , Freaker Feet , 18 , 0 , Footwear  , Socks  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902275 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902395 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902396 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902414 ,   , Freaker Feet  , 18 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902607 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902658 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902724 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902733 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1278902744 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
1396435525 ,   , Gift Tags  , 1 , 0 , Giftware  ,  ,  ,  , Papaya , 0 , 0 , 1 , 0 , 1
1503837226 ,   ,  , 218 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
5265100535 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
5265100546 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
5265100576 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
5265100583 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
5569600516 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
5569600580 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
5569600596 ,   , Freaker , 12 , 0 , Giftware  ,  ,  ,  , Freaker USA  , 0 , 0 , 1 , 0 , 1
8834353529 ,   ,  , 178 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
8834353558 ,   ,  , 178 , 0 , Apparel , Bottom ,  ,  ,  , 0 , 0 , 0 , 2 , 2
9103711990 ,   ,  , 22 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9103736080 ,   ,  , 20 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9265701836 ,   ,  , 10 , 0 , Giftware  ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 1
9265702322 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9265702446 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9265702447 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
9265702449 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9265702450 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
9265702455 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9265702456 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
9265702460 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
9265702469 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
9265702534 ,   ,  , 5 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
9492281667 ,   ,  , 8 , 0 ,  ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 1 , 1
9492281681 ,   ,  , 6 , 0 ,  ,  ,  ,  , Fred&Friends , 0 , 0 , 0 , 1 , 1
40000000206 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000000380 ,   ,  , 10 , 0 ,  ,  ,  ,  ,  , 5 , 1 , 0 , 0 , 6
40000000381 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000000942 ,   ,  , 18 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000000987 ,   ,  , 14 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000001002 ,   ,  , 20 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000001374 ,   ,  , 59 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000001376 ,   , Slimsations Bottom , 54 , 0 , Apparel , Bottom ,  ,  ,  , 20 , 1 , 0 , 0 , 21
40000001476 ,   ,  , 20 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000001492 ,   ,  , 16 , 0 ,  ,  ,  ,  ,  , 8 , 1 , 0 , 0 , 9
40000001494 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000001526 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000001590 ,   ,  , 59 , 0 ,  ,  ,  ,  ,  , 11 , 1 , 0 , 0 , 12
40000001664 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000001719 ,   ,  , 15 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000001851 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 5 , 1 , 0 , 0 , 6
40000001857 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000001873 ,   , Scoop Neck Tee , 12 , 0 , Apparel , Top ,  ,  ,  , 11 , 1 , 0 , 0 , 12
40000001938 ,   ,  , 14 , 0 ,  ,  ,  ,  ,  , 4 , 1 , 0 , 0 , 5
40000001940 ,   ,  , 34 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000001975 ,   ,  , 18 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002008 ,   ,  , 18 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002012 ,   ,  , 56 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002290 ,   , Asymetrical Tunic , 58 , 0 , Apparel , Top ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002418 ,   ,  , 74 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002420 ,   ,  , 64 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000002511 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002551 ,   ,  , 35 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000002568 ,   ,  , 26 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002670 ,   ,  , 20 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002671 ,   ,  , 64 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002716 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002780 ,   ,  , 16 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002928 ,   ,  , 74 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002945 ,   ,  , 39 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002947 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002948 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000002950 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002952 ,   ,  , 49 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002957 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002958 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002994 ,   ,  , 44 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002995 ,   ,  , 38 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000002998 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 2 , 1 , 0 , 0 , 3
40000003017 ,   ,  , 34 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003051 ,   ,  , 78 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003058 ,   ,  , 14 , 0 ,  ,  ,  ,  ,  , 3 , 0 , 0 , 0 , 3
40000003105 ,   ,  , 46 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003116 ,   ,  , 20 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003117 ,   ,  , 22 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003154 ,   ,  , 30 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003163 ,   ,  , 64 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003165 ,   ,  , 74 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003167 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003182 ,   ,  , 32 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003199 ,   ,  , 24 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003235 ,   ,  , 48 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003249 ,   ,  , 89 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003274 ,   ,  , 45 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003289 ,   ,  , 37 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003297 ,   ,  , 50 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003303 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003304 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003321 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 2 , 1 , 0 , 0 , 3
40000003342 ,   ,  , 20 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003343 ,   ,  , 40 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003356 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003369 ,   ,  , 52 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003370 ,   ,  , 52 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003373 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003386 ,   ,  , 32 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003392 ,   ,  , 32 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003400 ,   ,  , 18 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003409 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 2 , 1 , 0 , 0 , 3
40000003410 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003415 ,   ,  , 34 , 0 ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003420 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003423 ,   ,  , 50 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003434 ,   ,  , 32 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003447 ,   ,  , 55 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003449 ,   ,  , 45 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003459 ,   ,  , 74 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003462 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003483 ,   ,  , 34 , 0 ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003484 ,   ,  , 38 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003486 ,   ,  , 43 , 0 ,  ,  ,  ,  ,  , 4 , 1 , 0 , 0 , 5
40000003487 ,   ,  , 43 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003488 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 4 , 0 , 0 , 0 , 4
40000003489 ,   ,  , 39 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003493 ,   ,  , 34 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003495 ,   ,  , 16 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003497 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003500 ,   ,  , 34 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003506 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003508 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003510 ,   ,  , 22 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003513 ,   ,  , 60 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000003517 ,   ,  , 26 , 0 ,  ,  ,  ,  ,  , 7 , 1 , 0 , 0 , 8
40000003518 ,   ,  , 23 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003520 ,   ,  , 35 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003521 ,   ,  , 40 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003522 ,   ,  , 45 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003523 ,   ,  , 50 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003524 ,   ,  , 55 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003526 ,   ,  , 58 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003527 ,   ,  , 60 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003540 ,   ,  , 14 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003541 ,   ,  , 60 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003542 ,   ,  , 40 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003547 ,   ,  , 65 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003551 ,   ,  , 27 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003559 ,   ,  , 35 , 0 ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003572 ,   ,  , 30 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003576 ,   ,  , 40 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003614 ,   ,  , 56 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003615 ,   ,  , 72 , 0 ,  ,  ,  ,  ,  , 6 , 1 , 0 , 0 , 7
40000003616 ,   ,  , 35 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003618 ,   ,  , 55 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003619 ,   ,  , 50 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003623 ,   ,  , 37 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003629 ,   , Hand Cream , 12 , 0 , Bath/Body  ,  ,  ,  ,  , 0 , 0 , 4 , 18 , 22
40000003630 ,   ,  , 38 , 0 , Bath/Body  ,  ,  ,  ,  , 0 , 0 , 2 , 7 , 9
40000003631 ,   ,  , 19 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 8 , 8
40000003636 ,   ,  , 58 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40000003641 ,   ,  , 135 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40000003642 ,   ,  , 120 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 1
40000003643 ,   ,  , 75 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40000003645 ,   ,  , 12 , 0 , Footwear  , Sock ,  ,  ,  , 0 , 0 , 10 , 8 , 18
40000003646 ,   ,  , 18 , 0 , Accessory , Handband ,  ,  , Handbands of Hope , 0 , 0 , 0 , 5 , 5
40000003647 ,   ,  , 55 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003648 ,   , Necklace , 20 , 0 , Accessory , Jewelry ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003652 ,   , Freaker , 12 , 0 , Giftware ,  ,  ,  , Freaker , 0 , 0 , 0 , 16 , 16
40000003653 ,   , Freaker Feet , 18 , 0 , Footwear  , Socks  ,  ,  , Freaker USA  , 0 , 0 , 4 , 7 , 11
40000003654 ,   ,  , 85 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003657 ,   ,  , 100 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000003659 ,   ,  , 100 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003660 ,   ,  , 59 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000003661 ,   ,  , 85 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003663 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 2 , 0 , 0 , 0 , 2
40000003665 ,   ,  , 69 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003669 ,   ,  , 27 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003670 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000003681 ,   ,  , 14 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40000003683 ,   ,  , 10 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40000003684 ,   ,  , 6 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 6 , 6
40000003685 ,   ,  , 6 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 6 , 6
40000003693 ,   ,  , 10 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 2 , 2
40000003694 ,   ,  , 198 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 0 , 9 , 9
40000003695 ,   ,  , 178 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 2 , 3
40000003698 ,   ,  , 143 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 4 , 5
40000003699 ,   , Prima , 178 , 0 , Apparel  , Bottom , Pant , Denim , AG , 0 , 0 , 2 , 3 , 5
40000003700 ,   , Slit  , 168 , 0 , Apparel  , Bottom , Pant , Denim , AG , 0 , 0 , 2 , 4 , 6
40000003702 ,   , Roller Parfum , 13 , 0 , Bath/Body ,  ,  ,  , Pacifica , 0 , 0 , 0 , 40 , 40
40000003703 ,   , Hand Wipes , 8 , 0 , Bath/Body  ,  ,  ,  ,  , 0 , 0 , 6 , 10 , 16
40000003707 ,   ,  , 49 , 0 ,  ,  ,  ,  ,  , 2 , 1 , 0 , 0 , 3
40000003708 ,   ,  , 54 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003711 ,   ,  , 88 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 1
40000003712 ,   ,  , 10 , 0 , Bath/Body  ,  ,  ,  ,  , 0 , 0 , 5 , 13 , 18
40000003713 ,   ,  , 17 , 0 , Bath/Body  ,  ,  ,  ,  , 0 , 0 , 5 , 10 , 15
40000003714 ,   ,  , 145 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 1 , 2
40000003715 ,   ,  , 135 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 2 , 7 , 9
40000003716 ,   ,  , 245 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 5 , 6 , 11
40000003717 ,   ,  , 225 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 3 , 4
40000003718 ,   ,  , 12 , 0 ,  ,  ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003719 ,   ,  , 44 , 0 ,  ,  ,  ,  ,  , 2 , 1 , 0 , 0 , 3
40000003725 ,   ,  , 56 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003731 ,   ,  , 19 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003732 ,   ,  , 75 , 0 ,  ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40000003735 ,   , Dress , 56 , 0 , Apparel , Dress ,  ,  ,  , 0 , 0 , 0 , 1 , 1
40000003738 ,   ,  , 60 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 0 , 4 , 4
40000003739 ,   ,  , 62 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 1 , 4 , 5
40000003741 ,   ,  , 59 , 0 , Apparel , Bottom ,  ,  ,  , 0 , 0 , 0 , 3 , 3
40000003742 ,   ,  , 25 , 0 ,  ,  ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000003743 ,   , GoodHyou Top , 39 , 0 , Apparel , Top ,  ,  ,  , 0 , 0 , 9 , 10 , 19
40000003744 ,   ,  , 44 , 0 , Apparel , Top ,  ,  , GoodHyouman , 0 , 0 , 0 , 1 , 1
40000003746 ,   , Pinnapple Graphic  , 28 , 0 , Apparel , Top , Tank ,  ,  , 0 , 0 , 2 , 1 , 3
40000003753 ,   ,  , 39 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003754 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003755 ,   ,  , 28 , 0 ,  ,  ,  ,  ,  , 1 , 0 , 0 , 0 , 1
40000003756 ,   ,  , 42 , 0 ,  ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 1
40000003758 ,   , Piko Dress , 28 , 0 , Apparel , Top ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003759 ,   ,  , 98 , 0 , Apparel ,  ,  ,  ,  , 0 , 0 , 3 , 3 , 6
40000003763 ,   , Khaki/White Tank , 48 , 0 , Apparel , Top ,  ,  ,  , 1 , 1 , 0 , 0 , 2
40000003764 ,   , Black/White Stripes Away , 48 , 0 , Apparel , Top ,  ,  ,  , 3 , 1 , 0 , 0 , 4
40000003765 ,   , White Jet Set Linen , 58 , 0 , Apparel , Top ,  ,  ,  , 2 , 1 , 0 , 0 , 3
